3.000000000000000000e+00,5.800000000000000000e+01,1.009000000000000000e+03,8.620000000000000000e+02,1.797959000000000000e+06,1.500000000000000000e+02
3.000000000000000000e+00,5.400000000000000000e+01,1.095000000000000000e+03,9.110000000000000000e+02,2.042857000000000000e+06,1.600000000000000000e+02
3.000000000000000000e+00,6.500000000000000000e+01,9.420000000000000000e+02,9.910000000000000000e+02,1.846939000000000000e+06,1.440000000000000000e+02
3.000000000000000000e+00,6.400000000000000000e+01,1.028000000000000000e+03,9.170000000000000000e+02,1.773469000000000000e+06,1.730000000000000000e+02
3.000000000000000000e+00,5.800000000000000000e+01,1.021000000000000000e+03,8.930000000000000000e+02,2.079592000000000000e+06,1.810000000000000000e+02
3.000000000000000000e+00,5.900000000000000000e+01,1.040000000000000000e+03,1.003000000000000000e+03,2.275510000000000000e+06,1.580000000000000000e+02
3.000000000000000000e+00,7.200000000000000000e+01,9.970000000000000000e+02,9.790000000000000000e+02,1.932653000000000000e+06,1.830000000000000000e+02
3.000000000000000000e+00,5.500000000000000000e+01,8.870000000000000000e+02,1.046000000000000000e+03,1.736735000000000000e+06,1.570000000000000000e+02
3.000000000000000000e+00,7.300000000000000000e+01,1.101000000000000000e+03,1.095000000000000000e+03,2.165306000000000000e+06,1.480000000000000000e+02
3.000000000000000000e+00,5.700000000000000000e+01,1.034000000000000000e+03,1.040000000000000000e+03,2.116327000000000000e+06,1.540000000000000000e+02
3.000000000000000000e+00,7.100000000000000000e+01,1.052000000000000000e+03,8.500000000000000000e+02,2.128571000000000000e+06,1.820000000000000000e+02
3.000000000000000000e+00,5.900000000000000000e+01,9.300000000000000000e+02,1.070000000000000000e+03,2.251020000000000000e+06,1.400000000000000000e+02
3.000000000000000000e+00,6.600000000000000000e+01,1.126000000000000000e+03,9.480000000000000000e+02,2.238776000000000000e+06,1.490000000000000000e+02
4.000000000000000000e+00,6.900000000000000000e+01,1.077000000000000000e+03,9.660000000000000000e+02,1.859184000000000000e+06,1.550000000000000000e+02
4.000000000000000000e+00,5.300000000000000000e+01,9.360000000000000000e+02,1.113000000000000000e+03,2.177551000000000000e+06,1.460000000000000000e+02
4.000000000000000000e+00,7.100000000000000000e+01,8.560000000000000000e+02,9.230000000000000000e+02,1.700000000000000000e+06,1.840000000000000000e+02
4.000000000000000000e+00,6.000000000000000000e+01,9.170000000000000000e+02,9.850000000000000000e+02,2.189796000000000000e+06,1.610000000000000000e+02
4.000000000000000000e+00,7.000000000000000000e+01,1.107000000000000000e+03,9.360000000000000000e+02,2.214286000000000000e+06,1.420000000000000000e+02
4.000000000000000000e+00,6.300000000000000000e+01,9.110000000000000000e+02,9.420000000000000000e+02,2.287755000000000000e+06,1.680000000000000000e+02
4.000000000000000000e+00,6.200000000000000000e+01,9.850000000000000000e+02,1.119000000000000000e+03,2.030612000000000000e+06,1.410000000000000000e+02
4.000000000000000000e+00,6.400000000000000000e+01,1.119000000000000000e+03,1.132000000000000000e+03,1.981633000000000000e+06,1.560000000000000000e+02
4.000000000000000000e+00,5.700000000000000000e+01,9.540000000000000000e+02,1.126000000000000000e+03,2.006122000000000000e+06,1.690000000000000000e+02
4.000000000000000000e+00,5.600000000000000000e+01,8.500000000000000000e+02,8.990000000000000000e+02,2.055102000000000000e+06,1.430000000000000000e+02
4.000000000000000000e+00,6.600000000000000000e+01,1.132000000000000000e+03,8.560000000000000000e+02,1.908163000000000000e+06,1.670000000000000000e+02
4.000000000000000000e+00,6.500000000000000000e+01,8.620000000000000000e+02,1.028000000000000000e+03,2.104082000000000000e+06,1.450000000000000000e+02
4.000000000000000000e+00,6.100000000000000000e+01,1.138000000000000000e+03,9.720000000000000000e+02,1.895918000000000000e+06,1.750000000000000000e+02
4.000000000000000000e+00,6.000000000000000000e+01,8.680000000000000000e+02,1.144000000000000000e+03,2.091837000000000000e+06,1.530000000000000000e+02
4.000000000000000000e+00,7.000000000000000000e+01,1.150000000000000000e+03,1.101000000000000000e+03,1.944898000000000000e+06,1.770000000000000000e+02
4.000000000000000000e+00,6.900000000000000000e+01,1.046000000000000000e+03,8.740000000000000000e+02,1.993878000000000000e+06,1.510000000000000000e+02
4.000000000000000000e+00,6.200000000000000000e+01,8.810000000000000000e+02,8.680000000000000000e+02,2.018367000000000000e+06,1.640000000000000000e+02
4.000000000000000000e+00,6.400000000000000000e+01,1.015000000000000000e+03,8.810000000000000000e+02,1.969388000000000000e+06,1.790000000000000000e+02
4.000000000000000000e+00,6.300000000000000000e+01,1.089000000000000000e+03,1.058000000000000000e+03,1.712245000000000000e+06,1.520000000000000000e+02
4.000000000000000000e+00,5.600000000000000000e+01,8.930000000000000000e+02,1.064000000000000000e+03,1.785714000000000000e+06,1.780000000000000000e+02
4.000000000000000000e+00,6.600000000000000000e+01,1.083000000000000000e+03,1.015000000000000000e+03,1.810204000000000000e+06,1.590000000000000000e+02
4.000000000000000000e+00,5.500000000000000000e+01,1.144000000000000000e+03,1.077000000000000000e+03,2.300000000000000000e+06,1.360000000000000000e+02
4.000000000000000000e+00,7.300000000000000000e+01,1.064000000000000000e+03,8.870000000000000000e+02,1.822449000000000000e+06,1.740000000000000000e+02
4.000000000000000000e+00,5.700000000000000000e+01,9.230000000000000000e+02,1.034000000000000000e+03,2.140816000000000000e+06,1.650000000000000000e+02
5.000000000000000000e+00,6.000000000000000000e+01,8.740000000000000000e+02,1.052000000000000000e+03,1.761224000000000000e+06,1.710000000000000000e+02
5.000000000000000000e+00,6.700000000000000000e+01,1.070000000000000000e+03,9.300000000000000000e+02,1.748980000000000000e+06,1.800000000000000000e+02
5.000000000000000000e+00,5.500000000000000000e+01,9.480000000000000000e+02,1.150000000000000000e+03,1.871429000000000000e+06,1.380000000000000000e+02
5.000000000000000000e+00,6.900000000000000000e+01,9.660000000000000000e+02,9.600000000000000000e+02,1.883673000000000000e+06,1.660000000000000000e+02
5.000000000000000000e+00,5.300000000000000000e+01,8.990000000000000000e+02,9.050000000000000000e+02,1.834694000000000000e+06,1.720000000000000000e+02
5.000000000000000000e+00,7.100000000000000000e+01,1.113000000000000000e+03,9.540000000000000000e+02,2.263265000000000000e+06,1.630000000000000000e+02
5.000000000000000000e+00,5.400000000000000000e+01,1.003000000000000000e+03,1.021000000000000000e+03,2.067347000000000000e+06,1.370000000000000000e+02
5.000000000000000000e+00,6.700000000000000000e+01,9.600000000000000000e+02,9.970000000000000000e+02,1.724490000000000000e+06,1.620000000000000000e+02
5.000000000000000000e+00,6.800000000000000000e+01,9.790000000000000000e+02,1.107000000000000000e+03,1.920408000000000000e+06,1.390000000000000000e+02
